1,6,0.1375619,Start of puzzle 1
1,3,0.047276,
1,3,0.0501067,
1,3,0.0495862,
1,3,0.0484186,
1,3,0.0493093,
1,3,0.0533379,
1,3,0.0481537,
1,3,0.0498046,
2,23,0.3718758,
2,5,0.0657094,
2,5,0.0494293,
2,5,0.0604945,
2,5,0.058027,
2,5,0.0621513,
2,5,0.0610247,
2,5,0.0594235,
2,5,0.0491574,
4,117,2.1482414,
7,37,0.5030936,
4,21,0.3153667,
7,37,0.5297004,
4,21,0.3205213,
7,37,0.5175777,
4,14,0.2043438,
5,28,0.3991474,
4,28,0.4702072,
1,6,0.1125426,
1,3,0.0400376,
1,3,0.0396682,
1,3,0.0397641,
1,3,0.0427772,
1,3,0.0391596,
1,3,0.0376178,
1,3,0.0387191,
1,3,0.0379075,
2,23,0.3223776,
2,5,0.0593943,
2,5,0.0513241,
2,5,0.0598084,
2,5,0.0724662,
2,5,0.0641616,
2,5,0.0579856,
2,5,0.0648164,
2,5,0.0571334,
4,117,2.5384717,
7,37,0.5213016,
4,21,0.325055,
7,37,0.5364864,
4,21,0.337152,
7,37,0.7304626,
4,14,0.2847393,
5,28,0.415635,
4,28,0.4599031,
2,36,0.5913542,
3,5,0.0638058,
2,14,0.2314178,
3,5,0.0634673,
2,14,0.46426,
3,5,0.0729213,
2,5,0.075483,
3,5,0.0844586,
2,14,0.2358869,
4,143,3.6785654,
4,8,0.1582435,
4,41,0.9789097,
4,8,0.1383842,
4,41,0.8914621,
4,8,0.1232922,
4,8,0.1250122,
5,18,0.3995944,
4,21,0.4560216,
4,100,0.9871441,
4,7,0.0633213,
4,20,0.4442618,
4,7,0.0746072,
4,20,0.2187916,
4,7,0.0570304,
4,8,0.0718184,
4,7,0.0641047,
4,13,0.1484473,
4,694,28.5795347,
4,10,0.1948025,
4,106,2.6861623,
4,10,0.1832985,
4,106,2.6452147,
4,10,0.2320164,
4,22,0.456485,
4,10,0.1872371,
4,54,1.173423,
2,24,0.6696339,
2,5,0.0984263,
2,7,0.1371088,
2,5,0.0969106,
2,7,0.3255162,
2,5,0.228143,
2,5,0.146426,
2,5,0.1049513,
2,7,0.1530477,
1,6,0.1357249,
1,3,0.0478681,
1,3,0.0483056,
1,3,0.048085,
1,3,0.0507342,
1,3,0.0438313,
1,3,0.041589,
1,3,0.0409422,
1,3,0.0371433,
2,23,0.3173937,
2,5,0.0597396,
2,5,0.0488,
2,5,0.063269,
2,5,0.072085,
2,5,0.0636582,
2,5,0.0606445,
2,5,0.0655858,
2,5,0.0528054,
4,117,3.1121291,
7,37,0.5224068,
4,21,0.3278245,
7,37,0.535764,
4,21,0.3133056,
7,37,0.552898,
4,14,0.2323175,
5,28,0.4305236,
4,28,0.4772806,
2,36,0.6240659,
3,5,0.0639762,
2,14,0.2521557,
3,5,0.0655219,
2,14,0.2791159,
3,5,0.0604126,
2,5,0.0628094,
3,5,0.0800089,
2,14,0.2296672,
4,143,3.6699458,
4,8,0.1190304,
4,41,0.8473704,
4,8,0.118901,
4,41,0.8338528,
4,8,0.1206326,
4,8,0.1221303,
5,18,0.4027082,
4,21,0.4673226,
4,100,1.0065358,
4,7,0.0655341,
4,20,0.4673281,
4,7,0.0870824,
4,20,0.2154338,
4,7,0.0576431,
4,8,0.0711336,
4,7,0.0572643,
4,13,0.1352512,
4,694,29.3074433,
4,10,0.1879537,
4,106,2.680392,
4,10,0.1879276,
4,106,2.6181215,
4,10,0.2320317,
4,22,0.4443353,
4,10,0.1888132,
4,54,1.1840023,
2,24,0.6558736,
2,5,0.0945722,
2,7,0.1372359,
2,5,0.0951754,
2,7,0.2602725,
2,5,0.212151,
2,5,0.1300993,
2,5,0.0980874,
2,7,0.1545809,End of puzzle 19
1,6,0.1101138,
1,3,0.0385751,
1,3,0.0399724,
1,3,0.0395455,
1,3,0.0373224,
1,3,0.0448117,
1,3,0.0420884,
1,3,0.0372059,
1,3,0.0392555,
2,23,0.3342263,
2,5,0.0646587,
2,5,0.0526261,
2,5,0.0614204,
2,5,0.0756213,
2,5,0.05927,
2,5,0.0613086,
2,5,0.0603776,
2,5,0.0532597,
4,117,2.5632973,
7,37,0.5245027,
4,21,0.3207466,
7,37,0.6473235,
4,21,0.3572169,
7,37,0.5503743,
4,14,0.2072026,
5,28,0.4148623,
4,28,0.508344,
2,36,0.5930022,
3,5,0.0602548,
2,14,0.2202755,
3,5,0.0590831,
2,14,0.5115209,
3,5,0.0967138,
2,5,0.088903,
3,5,0.0647991,
2,14,0.2730503,
4,143,3.6502361,
4,8,0.1192146,
4,41,0.8393554,
4,8,0.1318357,
4,41,0.8224974,
4,8,0.1169353,
4,8,0.1282996,
5,18,0.3984428,
4,21,0.4683749,End of puzzle 24
3,25,0.35515710001345724
6,21,0.285112300014589
3,22,0.3258823999785818
6,21,0.29034039995167404
3,22,0.32984050002414733
6,21,0.27643610001541674
3,12,0.15009950002422556
3,7,0.08272439998108894
3,8,0.09389680001186207
3,10,0.056266300030983984
3,5,0.027827800018712878
3,7,0.03601320000598207
3,5,0.026375000015832484
3,7,0.039861800032667816
3,5,0.02537519996985793
3,5,0.025350000010803342
3,5,0.02610910002840683
3,7,0.040018700005020946
3,73,1.3578881999710575
3,7,0.10996209998847917
3,15,0.22654849995160475
3,7,0.09057739999843761
3,15,0.22496979997958988
3,7,0.0891890000202693
3,7,0.09621440002229065
3,7,0.09101590001955628
3,15,0.22777569998288527
2,28,0.41128160001244396
3,6,0.07180829998105764
2,12,0.15906929998891428
3,6,0.06929740001214668
2,12,0.1697442999575287
3,6,0.07868589996360242
2,7,0.13633179996395484
3,6,0.12225119996583089
2,12,0.3443968999781646
4,265,5.530539900006261
4,12,0.1835284000262618
4,52,1.1066465000039898
4,12,0.18385199998738244
4,52,0.924553900025785
4,12,0.17906350002158433
4,9,0.13195219996850938
4,12,0.19590530003188178
4,41,0.8892984999692999
4,61,0.9205117000383325
4,6,0.0764570000465028
4,17,0.23075050004990771
4,6,0.0721870000124909
4,17,0.23437099996954203
4,6,0.08883029996650293
4,8,0.11208630003966391
4,6,0.08141109999269247
4,14,0.19613850000314415
3,49,0.3792987000197172
3,5,0.04471889999695122
3,22,0.2151686000288464
3,5,0.046675999998115
3,22,0.23561410000547767
3,5,0.045288800029084086
3,5,0.046150000009220093
3,5,0.054916199995204806
3,22,0.2336100999964401
0,273,3.4538363999454305
0,206,2.36031819996424
0,216,3.197145999991335
0,206,2.3651787000126205
0,216,3.200921100040432
0,206,2.3746964999591
0,175,2.3920034000184387
0,206,2.402807699982077
0,216,3.1177737999823876
5,72,0.8045865999883972
6,17,0.18076619994826615
5,23,0.23964669997803867
6,17,0.1808805000036955
5,20,0.23773599998094141
6,17,0.19542389997513965
5,19,0.2509515999699943
6,11,0.12513649999164045
5,13,0.131161900004372
4,36,0.347089099988807
5,7,0.04948450002120808
4,20,0.20651010004803538
5,7,0.05555440002353862
4,20,0.19504419999429956
5,7,0.04986919998191297
4,10,0.08252679998986423
5,7,0.05263210000703111
4,16,0.16042640001978725
0,319,4.882523900014348
0,261,4.108542500005569
0,277,5.1531706000096165
0,261,4.1151465000002645
0,277,5.15140109998174
0,261,4.163896699959878
0,228,4.142620800004806
0,389,6.296827899990603
0,244,4.530836299993098
3,26,0.22563919995445758
3,6,0.04998759995214641
3,15,0.1280274000018835
3,6,0.047851899988017976
3,15,0.13252749998355284
3,6,0.055325600027572364
3,7,0.06019290001131594
3,6,0.05142070003785193
3,15,0.14123459998518229
4,180,3.2843663999810815
4,11,0.1588503000093624
4,26,0.5004516000044532
4,11,0.1609872000408359
4,26,0.4622174999676645
4,11,0.15838080004323274
4,13,0.2174090000335127
4,6,0.08504189999075606
4,17,0.30033040000125766
0,433,7.112415799987502
0,394,5.899641200026963
0,374,8.00676449999446
0,394,5.894465400022455
0,374,8.049513400008436
0,394,5.8763055999879725
0,293,5.833009099995252
0,406,6.1363062000018544
0,382,8.327102300012484
3,103,2.6605502999736927
3,7,0.13328060001367703
3,9,0.19121029996313155
3,7,0.1335053999791853
3,9,0.17592599999625236
3,7,0.13472460000775754
3,7,0.14049790002172813
3,7,0.13352450000820681
3,9,0.2544812999549322
4,93,1.033847600047011
4,7,0.06274739996297285
4,26,0.29414479999104515
4,7,0.0676701000193134
4,26,0.3466892000287771
4,7,0.0670486000017263
4,7,0.07312030001776293
4,7,0.06484789995010942
4,19,0.22609640000155196
3,27,0.31227699998999014
3,5,0.053277700033504516
3,19,0.24862349999602884
3,5,0.05141899996669963
3,19,0.2614269999903627
3,5,0.05782809999072924
3,6,0.06528179999440908
3,5,0.05517779994988814
3,19,0.25398179999319836
6,463,9.149418100016192
11,42,0.6078701000078581
6,162,2.811420399986673
11,42,0.5954103999538347
6,162,2.831124699965585
11,42,0.6029502000310458
6,65,0.952598100004252
9,27,0.40921710000839084
6,132,2.1452687000273727
4,90,1.015036600001622
5,11,0.14193149999482557
4,11,0.1606947000254877
5,11,0.11256710003362969
4,11,0.12196849996689707
5,11,0.09455919999163598
4,11,0.17096519999904558
4,8,0.06564869999419898
4,9,0.07938279997324571
3,97,2.7205808000289835
3,9,0.15113439998822287
3,12,0.18779209995409474
3,9,0.14808110002195463
3,12,0.21089930000016466
3,9,0.14815609995275736
3,9,0.1510396000230685
3,6,0.09362430003238842
3,7,0.13024099997710437
3,80,1.5166432000114582
4,6,0.1063950999523513
3,9,0.12610739999217913
4,6,0.09178060002159327
3,9,0.1316454000188969
4,6,0.08430089999455959
3,6,0.0851503000012599
4,6,0.083783800015226
3,9,0.1272785000037402
3,201,5.5860111999791116
4,7,0.1092940999660641
3,16,0.29962110001361
4,7,0.10289019998162985
3,16,0.3107449000235647
4,7,0.10567230003653094
3,9,0.16461490001529455
4,7,0.10951229999773204
3,16,0.30579289997695014
3,21,0.20846250001341105
3,6,0.07456639996962622
3,6,0.0651236999547109
3,6,0.07130559999495745
3,6,0.07977770001161844
3,6,0.07539559999713674
3,6,0.07473680004477501
3,6,0.07534250000026077
3,6,0.08515840000472963
4,61,1.1403149000252597
4,6,0.0739532999577932
4,17,0.23336820001713932
4,6,0.07126070000231266
4,17,0.23455019999528304
4,6,0.070797800028231
4,8,0.10460689995670691
4,6,0.07159569999203086
4,14,0.20134530001087114
3,10,0.0603164000203833
3,6,0.03681329998653382
3,8,0.04514930001460016
3,6,0.034902699990198016
3,8,0.04260939999949187
3,6,0.03461199998855591
3,6,0.03414669999619946
3,6,0.0379823999828659
3,7,0.05264139996143058
